rating,product,rev_title,rev_body
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Don't Buy,"Can't rate the features because I was never able to set it up.  No written instructions included.  What they call instruction book includes 5 pages safety and battery information.  ""Instructions"" doesn't even include how to turn the thing on/off.  The rest of the hundred pay page booklet seems to have real instructions, but NONE in English.  Had to call support to try and sync it to the app and they were unable to help.  Thought I was safe with purchasing the middle price point product.  But obviously not.  Too afraid to purchase another Fitbit as the problem seems to be with connecting the devices to the app.  No use having it if you don't have the app.  I returned it and will be purchasing a different brand"
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Defective Counter Registering Too Many Steps,"This is a Fitbit test while typing, doing general things work to simulate a workday (typing, using software programs, and engaging in general computer programming), and taking steps as I would in the office.It is interesting to note that my Fitbit has been off by about 956 steps over the course of 30 min between 10 AM and 10:30 AM. I am comparing steps from my iPhone Health, under the assumption that my iPhone step counter is correct.Right now, I have registered 2,226 steps on the Fitbit app. I wear it on my left (non-dominant hand). I have updated the app settings to tell the app and the Fitbit that it is on my right (dominant) hand. I have been keeping my left hand as stationary as I can manage.At 10:40 AM, I went to get water and it registered 2,256 steps (a 40-step increase). There was no movement on the Apple app because I left it at my desk. I am going do the same movement now, but I will put the iPhone in my pocket.After an sync and device refresh my Fitbit now shows 2,266 steps (a 10-step increase).11:04 AM:Apple Health = 50 steps (11-12 AM)Fitbit App =  14 steps (11:00-11:15 AM)11:17 AM:Apple Health = 102 steps (11-12 AM [52-step increase])Fitbit App = 45 steps (11:15-11:30 AM [31-step increase])11:37 AM:Apple Health = 153 steps (11-12 AM [51-step increase])Fitbit App = 50 steps (11:30-11:45 AM [5-step increase])11:49 AM:Apple Health =216 steps (11-12 AM [63-step increase])Fitbit App == 43 steps (11:30-11:45 AM [7-step decrease])"
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)","Many many reboots, resets, and way too ""glitchy.""","Edit;I used to love it - but its now too glitchy. Company keeps giving different excuses.  I've had to reset it, and uninstall, and reinstall wayvtoo many times. First time, it stopped tracking my heart rate. I had to do a complete reset. Then it suddenly stopped recognizing my walks this week, though it saw the steps. The ""Community"" response from Fitbit when this happens was to reset it at least 3 times in  row. This seems a somewhat common problem from what I can tell. It happened again today...didn't see a 30 minute walk so had to be manually entered. I just reset it a day ago.Edit: Downgraded it again. It wasn't recognizing exercise again. So I called the company. The first words I uttered is,"" This has been happening a lot, and I've done resets, data clears, reboots - and it works well for a while, then goes back to the same problem. They guided me through another factory reset, reboot, app removal and reinstall (which I'd also done before) - which I'd told the Rep I'd already done several times. They claimed it was a ""software problem,"" even when I told the representative at one point that the watch was refusing to scroll while he was  guiding me through another data clear.I asked at what point they'd replace it - so then the Rep tried claiming that I had never reset it before. I had made it clear I had at the onset of the conversation. At the beginning of the conversation I also asked for someone in the U.S. - as I didn't want any misunderstandings. He told me he could transfer me, but couldn't promise it would be someone in the U.S. The whole conversation was a circus at trying to avoid the question I kept asking - ""At what point will the watch be replaced?"" No answer.Nice idea. Really bad implementation and a company who won't own the problems."
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)","Terrible at steps, ""White"" is not white","Woah. First day, it's going back for two reasons.1) Step count is terrible. It can't even count 30 steps properly, let alone a long walk. AND I saw the number at 198. A few seconds later, it had gone down to 169. My step count WENT DOWN, not up. What??? Step count is one of the three things I care about my watch tracking (heart rate, step count, and sleep is all I really care about on an activity tracker), so this is unacceptable.2) The ""white"" is not white. I wanted a white wristband, but this one is a grayish white, definitely not white. Even just from the color, pulling it out of the box, I knew I would have to either return the watch or buy a whole new wristband, which I wasn't planning on."
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",It keeps losing steps,"I had one of the flex years ago and was very satisfied with the product, so I thought I would update. I have had it for 4 days and the number of steps keep disappearing. I've tried going on the help site and tried everything they suggested and it's become more trouble than it's worth, I will be returning."
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",It Simply Doesn't Work,"I bought this item in December 2020 to help me keep an eye on my heart rate so I could make sure that I stayed at the right percentage while doing cardio.For the first few weeks, the product worked great. I checked my heart rate manually and verified that the rate displayed was accurate (both at rest and during exercise). Having something track the number of minutes I had spent in ""active"" mode was a nice incentive and kept me motivated to get my cardio in each day.A few months ago, I noticed that the readings seemed to be off, especially when I would get my heart rate above 120 or 125 BPM. I would check my heart rate manually (10 seconds, multiplied by 6) and calculate a heart rate in the 140s or 150s, but the FitBit would show my heart rate being around 100. As time went on, the discrepancy got worse; I'd be in the 150s or 160s and the FitBit would show a heart rate in the mid-80s. Even the built-in heart rate monitor on the gym equipment was more accurate.I've tried every solution that the manufacturer recommends (cleaning the underside of the bit, adjusting the tightness, moving the bit an inch or two up my arm, switching to my other wrist and updating the dominant/non-dominant setting in the app, factory reset), but nothing has resolved the problem.I foolishly threw the box and packaging away, so returning the product isn't an option. Today I've finally decided to just stop wearing it, since at this point it does nothing for me except for give sweat a place to collect. I can't bring myself to throw something that cost $70 in the trash, so I'll probably just throw it in a sock drawer and try to forget that I ever wasted money on it.The product promises to collect all sorts of data to help users improve their health, but if it isn't collecting data accurately, how reliable can any of its suggestions be? These inaccuracies were only when I was actively monitoring and verifying its readings; what about all the time that I'm not checking?I regret my purchase and encourage others to avoid repeating my mistake. But if you do want to try your luck, definitely hold on to the box for at least a year. If your experience is like mine, you'll be needing it."
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Sensitive to EMF- had to return,"I loved this FitBit.  I had it for a week and after the first day I noticed an ""electrical"" kind of zappy pain where it sat on my wrist, sort of like a static electricity shock.  I tried moving it around but as the week went on the pain got more noticeable, plus I'd have redness in that spot, too.  I looked into it and if you get a rash or notice pain you're supposed to discontinue use; apparently some people are sensitive to the EMF from the bluetooth and can't use it, and I was one.  But if I hadn't been, I definitely would have kept it, because I loved it!  The step tracking and sleep tracking especially."
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",False Advertising - No customer assistance,"Fitbit PolicyI can’t directly review this device because I cannot connect it.  What the Fitbit (or Amazon) website does not tell you is that if you buy the device for a child less than 13, you cannot set it up. The Fitbit app requires that you put in a birthdate. If it shows you are less than 13, you have to have a parent set up a family plan. Once you set up the family plan, it restricts children to the ACE devices for kids. So, if you bought this device, you cannot set it up. Nowhere on the Fitbit website is this disclosed. Amazon does not carry the disclaimer (no blame to Amazon). I called Fitbit for help and they said, sorry no exceptions. Be Warned."
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Inspire 2 is not inspiring.,The sleep tracking would work 2 out of 7 days.  It kept activating DND mode all on its own. Did not keep accurate track of Herat monitoring. Support is horrible.  Multiple users had this exact problem. I’ve had several Fitbit trackers before this one and this one needs to be recalled.
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Doesn't sync with Apple Health App,"I have been a big Sunnto fan previously but have been getting into some more active workouts as opposed to just hiking and I really wanted to start tracking my progress. I picked up a Withings Body+ scale and the Fitbit Inspire 2. I was really confused why the Apple Health App wasn't updating, then I saw that for some insane reason, Fitbit views Apple as competition and refuses to play nice with the Health app (despite still developing an app for the iPhone). This is a huge deal breaker in 2020 when integration is everything. Returned it immediately and picked up a Garmin"
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Highly disappointed.,"I have purchased several Fitbit fitness trackers, and this is the first product I have been disappointed with.  I like the weight and design, but that's it.  The vibration is barely noticeable for alarms and notices to move.  The tracker continues to wake on the DND screen instead of the main screen.  Not worth the upgrade and I'll return to my Charger 4, and donate the Inspire 2."
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Not satisfied,Im about to return it as this vibrates everytime i move my wrist and thats annoying.
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Inspire 2 is an inferior product,I had a Fitbit Inspire for two years and just loved it. So when it stopped working I ordered an Inspire 2 to replace it. BIG MISTAKE.  No matter what I did I could not get the Notifications to work. The Fitbit would not vibrate when I received a call or a text. I called the Helpline twice and spent hours on the phone to get it resolved but it never worked. Customer service was terrible! The first person I spoke to was nasty and rude. The second person was polite but couldn't fix the problem. She said she was sending the case to a special unit and they would respond to me on email with a way to fix the problem. I never heard from them. This is an inferior product. Do not order it.
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)","Too complicated.  Doesn't update properly,  if at all.  Lots of extra stuff you won't need.","I've had it for a couple of days now, and I don't like it.  It vibrates all the time and I can't seem to figure out the screen.  All I want it for is to track my steps and show me my beats per minute.  So far it's been nearly impossible to get to those screens, and then actually stay on the those screens.  There's a million different things on there that I won't even use, and they just get in the way.  I can't return it because I've worn it and sweated in it already.  But I would not recommend.UPDATE May 29, 2021:This thing is the biggest piece of junk ever.  It won't log my daily exercise at all.  It's now Saturday and the last log was for Wednesday.  I cannot update it and when I call customer service, no one is there.  PLEASE save your money and go for another brand.  I'm kicking myself for spending so much money on this.  Just a piece of junk."
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Worst design ever!,"This would've been my 3rd Fitbit, I usually love their products. I am returning this one.I was interested in upgrading my Alta and thought this would be a great time to do it... Prime Day sale! It came quickly and appears to already be charged. Hurray, I thought. I also purchased a different band as I do not like the feeling of rubber against my skin. I also am very sensitive to thing being tight around my wrist. The replacement band is metal with a magnet clasp so it can adjust to literally any/every size. It took me a few minutes to figure out how to get this band off. What a horrible design! There is a little metal pin that needs to be pushed to one side to slide the band off, UGH! Who thought this was a good idea? The pin can easily fall out of the slot of the band and without it you can't reattach the thing. When I tried to attach the metal replacement band I got, it wouldn’t stay attached to the Fitbit so I tried to get the rubber one back on. No luck. I struggled with the thing for about 10 minutes before I packaged it back up and printed my return label. I change out my bands regularly and am not about to go through this pain every time I want a different look.Also, with every new Fitbit a new charger needs to be purchased. Yes, it does come with one charger with a super short cord. I tend to misplace chargers if I have to move them from one location to another. I like to have one in the charging area, one in my car and one in my office.I would NOT recommend this Fitbit to anyone I liked."
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",1 Year premium trial is really only 90 days,the product states that it comes with a 1 year free trial.  Yet when I set up the device it is only 90 days.  I can't find any way to contact the seller or fitbit other than twitter and I don't have a twitter account.  Very disappointed in this.
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Less than 12 hours in and not a fan,"Whoever designed this for Fitbit should be fired. It’s impossible to put on the straps or put the watch on your wrist or on the charger without holding each side of the watch face. Which sets off incessant buzzing changing settings on the watch which you then have to fix. Dumbest. Design. Ever!! Also, I put on before bed for the first time after setting it up. Woke up around 3:30 am to nurse the baby and my watch falls off because the pins holding the strap in have already come loose. It isn’t looking good for this product so far. I miss my inspire HR.Day 2: I despise this thing. Who the heck wants to have to turn on water lock every time they get in water? I briefly submerged my wrist while bathing my child and it starts buzzing at me and changing settings just from the warmth of the water. The water lock is a giant pain in the neck to turn on and off and I hate it."
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Totally inaccurate…either a defective unit or a defective design,"Abysmal accuracy. Pulse meter off by 25-33% and wanders randomly during my workout.  My actual pulse was between 138 and 150. The watch showed 99 to 112.  One time, it showed what appeared to be an accurate reading of 138.  As a result, the app shows I was in fat burn mode nearly the entire time when I was actually in cardio for almost all of the time.This watch is as accurate as the cheap Chinese knockoff I bought on eBay for $6.00…which is, not at all. I’m gonna order a replacement and see if that makes a difference. If it does, I’ll update accordingly; if the replacement is as accurate as the  original, I will post that, as well.Follow-up as promised:Got my replacement  watch today, charged up, loaded software updates, synced to my iPhone, got on the stepper, and the same problem. I’m measuring my carotid pulse at 138 and the watch showed 99. It would typically float around 100-105. The discrepancies were consistent and the heart rate values were completely random. In addition, it took multiple taps on the screen for it to turn on. Another distraction.I have an Apple Watch that I wear exactly the same way and it’s pulse meter is consistently spot on.I do not understand why this device doesn’t work, and I’m not happy with it. It, too, is going back…this time, for a refund.My suggestion: pay the premium and go with the Apple Watch. It’s a far  better product…accurate, easy to read, and tons of apps."
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",HUH? Half Done,"Just spent time on phone with Fitbit. None of the notifications on any of their new phones are working. They told me they will be update in a few weeks. That means, the reason I bought it, and it is my third, is to be notified when I haven't met my hourly goals. It's like having a phone that is not programmed to ring. How can you out out a product that does not have the proper software?"
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Fitbit Support Blows,"I dont write bad reviews usually. But this one is for fitbit support.My Inspire 2 clearly has a defective accelerometer or whatever theyre using to measure steps. I would wake up with over 500 steps, have over 4000 steps in a very inactive day, so naturally I contacted support. All they do is ask questions (some of them the same questions) then hand you to a ""specialist"" who tells you to do things that are clearly already done. Opened another support ticket and then boom, same dumb questions. All I wanted was a replacement for a defective item, but nope, more stupid questions.Sure maybe I got a bad item, but support is a pain in the a**, never buying a fitbit product again."
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",FitBit Inspire 2 is faulty,"I can comment on use as a step counter. This device apparently incorporates imagination with no added charge. While sleeping, I recorded over 200 steps. Yesterday, I  recorded over 2000 steps without going further than the interior end of our house.I'm looking forward to a congratulatory note from FitBit extolling my successful walk around the world, oceans and all.Returning MisFitBit for recovering its cost."
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Inoperable in 26 days No Good,"Why a 1 rating? I bought & shipped this fitbit inspire 2 for a friend in Colombia. It lasted 26 days! It will show its charging but Will not turn on at all anymore. I also bought one for myself which so far works good. When my friend was in the USA I swapped chargers, both chargers work with My Working Fitbit. My friends Does Not work. I am really disappointed because she liked using it and we were comparing our steps etc until Hers Died. The fitbit was not used incorrectly or even dropped,it was worn next to a very expensive watch on the same wrist. The seller has no way for me to request a replacement and the shipping is super expensive from Colombia to the USA. we were interested in gifting this same item to her sisters..A 50/50 chance of working is a No Go. Seller should have a way to replace this with a 30 or possibly 90 day guarantee"
1.0,"Fitbit Inspire 2 Health & Fitness Tracker with a Free 1-Year Fitbit Premium Trial, 24/7 Heart Rate, Black/Black, One Size (S & L Bands Included)",Doesn't work if you can get it to sync/pair,"This fitbit is awful. Bought as a replacement for the alta hr after it was lost. We tried two if them. The first stopped measuring hr the day after we received it. It doesn't sync well and doesn't wake when you turn it.  Got a replacement. Wouldn't sync but finally got past the intial part to have the Bluetooth part never complete. I have the charge 2 and put this on the same hand and it never wakes when you turn it. It took 5 tries to get it once. The charge 2 worked every time. To make matters worse if you can get it to sync the clock faces and settings suck. You can not custom at all. You can not set the order of thing when scrolling through or on the clock face. The options are not good either. We tried 2 different ones, it wasn't just a bad one! Do not buy. Also not user friendly."
