rating,product,rev_title,rev_body
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Don't stay longer- waste of money- do not buy.,"I had purchasedit for my wife to see the high rating review and get fooled. The smell dont last long. The longevityis very very poor. I wish i could return  it, but the worst part is its not eligible for return. Total waste of money. I could have bought Victoria'sSecret with this money. So DO NOT BUY. Save your money. DO NOT BUY.."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells horrible!!!,"I can't believe that this is a vera Wang product. I was so excited to be receiving it. Unfortunately it smells horrible and I couldn't even wash the smell off, it had to wear off several hours later. Do not buy this unless you like smelling like your repelling mosquitoes. FAKE!!! Also, it's not returnable so you are out the money and and you smell bad. It's a loose loose situation."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells like a fake.,This is the complete truth. I did a test by ordering this because of the reviews. Sure enough!!! It smells like generic 409 cleaner. This is definitely fake. The bottle is pretty.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Do Not Buy!,"This could have been water from what I could tell. It had literally zero smell to it, a complete waste of money. I saw the reviews saying similar things but it was shipped and sold by Amazon so I figured it would be legit, it wasn't. Last time I buy perfume on amazon."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",This isn’t the real perfume,"This isn’t the real perfume, what a let down, do not buy...not a Vera Wang!!!"
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",DOESN'T SMELL AUTHENTIC,This perfume doesn’t smell like the ones I buy from the stores. It doesn’t not smell authentic at all. Very disappointed. Oh and before I purchase the perfume it said I will receive it in two days. Once I purchase it said I will receive it the following week. When I went to cancel it(within 10 mins) it didn’t let me. Nor it didn’t let me return it because the perfume is not authentic.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",don't waste your money!!,"I rarely review anything but since I am someone who does actually read reviews- I wish I listed to all the ""buyer beware"" and ""DO NOT BUY"" reviews.  I had previously purchased this perfume in a department store and loved it.  This product is no where even close to the real thing.  Smells terrible/like alcohol and doesn't last more than a minute on.  I was bummed.  Can't find it in the department stores now but still looking for the real deal.  This is fake/old/or something, but it's not Vera Wang Princess whatsoever."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",TRUST the One-Star Reviews!,Definitely a knock-off. Scent floats away like a sneeze after spraying.Can’t be returned. Don’t waste your $$!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Does not last long at all,Smells good but is gone before I get out the door. I would not recommend.  Ivanka Trump is awesome and lasts.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Spend more to get real :),"Haha. Fake 😂Crown is gold color, material feels cheap.I Attached image of perfume i got, take some time, google and compare it.Those positive reviewers.. fine if u like it.If u are perfume lover and know how should real perfume smells like. Save your money.(Cant even return, sad sad its my fault to trust 😞)Not blaming whoever made this or try to sell it.Stay warm everyone!"
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Awful smell,"This used to be my FAVORITE scent, but it smells NOTHING like it used to. It’s horrible. I put in for a refund but was told they wouldn’t take it back. Know I know why Ulta stopped carrying it!"
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce","Love Vera Wang’s Clothes, but not the perfume","I made a mistake, but I think Vera Wang should stick with making lovely clothes. This perfume is a fail in my opinion."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Disappointed,"I love the bottle very beautiful. However I don't like the fragrance, not what I expected. I can't put my finger on what it smells like but definitely won't buy this again. If I could send it back I would."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Fake!!!,It is fake. One day I have the real perfume on.....and I ran out. Next day I tried this..... smelled awful!!! Pay the extra $15 and get the real perfume.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells like alcohol,"Although I do not know what the real perfume smells like the perfume I received smells like straight alcohol. I could not return it, but I contacted Amazon and they refunded me."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smell doesn’t last,Smell Doesn’t last
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",FAKE,Listen to the reviews this product IS FAKE we don’t have to take the time out of our day to lie. I just don’t want someone buying this expecting the real thing if you need it quick go to a walgreens and maybe find it there lol
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Not vera wang,The sent is just alcohol. Definitely not vera wang. Dont buy.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",This is NOT the real perfume,"This is not the scent it’s supposed to be, I bought this a few years ago and it was a lovely sweet smell, so I decided to repurchase it off of here and it’s a nasty cheap smell, like someone swapped it out to scam people. There’s no way this perfume is supposed to smell like this. It’s disgusting. Do not bother purchasing perfume off of amazon."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",It's a fake and it smells like rubbing alcohol.,Absolute crap. The top wouldn't even stay together this was the worst
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",DO NOT BUY,This item is counterfeit!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",This is not a nice smelling perfume,Extremely disappointed in the smell of this perfume.  I thought it would be higher quality.Will never buy again.  They put a lot of money in the design of the bottle but not in the product.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Not original scent,This is not the original and smells terrible 😣
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Money wasted,It's like water and no fragrance. It doesn't even last for a minute. Waste of money.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Not pleased with this one,Smelled like the perfume was old. And the top of bottle was broken.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Do not buy!,"I have ordered this perfume before with no problems, however the one I just received is horrible. It smells like alcohol and can't be used. This is definitely not the real thing.  Pay the full price from a store and save yourself the problem."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Waist of money,Pissed off. I've had a couple months and as the days went by it started smelling more and more like rubbing alcohol. Waist of money!!!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",This is fake,Knock off. Can't say I am surprised given the price.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Dont buy,Worst product you can buy came in the mail box was open perfume leaked everywhere now being told amazon cant do anything because the lady said we could throw it away. Worse smell in the apt smells like off
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",This isn’t Vera Wang Princess in the bottle,"This looks like Princess, but smells nothing like it. I didn’t open it during the return window because my other bottle was not depleted. I opened today and it smells terrible. This was such a rip off. I’m so disappointed that I am no longer eligible for a return"
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Please don't buy,Worst perfume ever. I wish I could return it and get my money back. I am so humiliated because I gifted this to someone.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",.,Smelled old. Started to become rancid.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Correct bottle but terrible knock off scent,"The perfume I received is NOT the original Vera Wang Princess. It’s a terrible knock off, and I’m glad I saved a little of the authentic bottle to make sure I could compare directly."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Don't waste your money,The smell is horrible.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Bug spray?,My Granny's perfume smelled better. So much for buying solely based on the positive reviews. Yuck!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",NOT Real!  Do NOT order!,I don’t review many things...but this is a necessary review. This is NOT the real perfume/scent. I have used Vera Wang Princess for a long time and purchased this gift set for my daughter....this is awful!!  I read other reviews and went ahead and ordered to see for myself. I can’t stress enough to NOT ORDER this!!!  Waste of money!!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",What a waste.,This was obviously a knock off of this perfume. After this bottle i never want to smell it again. What a waste.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Fake! Do not buy!,I’ve been wearing this perfume for a couple years. This is a fake. Do not buy!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells like an older woman.,Not the same sent.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",One Star,Scent leaves almost immediately.Dont bother.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Not the same,"Did not smell how I remembered at all. I almost feel like it was filled with a completely different perfume. Def not princess, more like the old woman who lives in a shed with only memories of her past to keep her company."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Women's preference,My mom didn't like
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Check ingredients for scents,Product is giving me a headache and sneezing
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Not good,I’ve bought this perfume before at stores and this particular one does not stay in your skin the aroma goes away super fast
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells outdated. Totally disappointed,I should have purchased in the store
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Not a good scent,Bought this for my daughter for Christmas. She hates the smell and doesn’t were it
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Half empty and broken.adornments,Bottle was half empty. All pa ckaging was soaked in parfume Disappointed thought better care would be taken. Again feel ripped off.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",FAKE- IMITATION,"Do not buy it, It is a fake product. NO smell. Cheap item"
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Not satisfied at all,Not satisfied at all! Doesn’t smell like the real Vera wang Princess. My mother owns this same one and bought it at Macy’s and nothing about it is the same. The bottle is even cheap looking.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Somethings wrong. Smells old and horrible!,This does not smell anything like it should. I’ve worn the REAL scent for years. Very sad about this. And they won’t let me return it!! Unacceptable!!!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Screwed on my 3rd purchase...smh,"Ive orderd this item from u 3 times, because the smell was always nice, but for some reason the one i just received smells nothing like the last 2 i receive from you? Unfair that i cant return. Smells lile old lady perfume.So dissappinted."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Fake,Item is not authentic. Sad
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Fake perfume,"The bottle I received looks like what you see on he picture, but the perfume itself is a fake. It doesn't smell bad but it doesn't smell nothing like the original Princess. I should have known better buying it for such a price, but I couldn't find the original in any real store so I gave it a try here. Very, very disappointing."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells like play-doh. Do not buy!,Smells exactly like play doh.  Be very careful of buying perfume from Amazon.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Perfume,It doesn’t smell good at all .it smell like old lady perfume and maybe it’s not the real one so I gave it to my mom she loves it so it didn’t do to waste .
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Knock off,I have never left a review but Amazon did me dirty. The perfume I received doesn’t smell like the original and isn’t even the same color. What a let down.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Would not purchase online again,This scent was gifted to me years ago. I loved it and decided to repurchased. This does not smell like the original I received. It smells like alcohol.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",I just like the bottle,Stinks. Old lady perfume for sure
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Don't waste your money,no scent at all...tried to return but for some reason i was not able to to do so!  horrible and i cannot afford to make bad choices like this was!.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",One Star,fake scent.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",.,You can definitely tell it’s a knock off brand by the smell but I still get compliments every time I wear it
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Seems like its not the iriginal product,I believe this is not original
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",I couldn't even give it away,Smelt like an old Avon perfume.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",IT. IS. A. FAKE!,DON'T BUY. IT IS A FAKE! I am so mad that I can't return the perfume. Wasted money on this fake perfume! Don't buy it. Not worth it.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Too strong of a scent,Smells to strong for me. Was expecting more of a musk or ballon a scent.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Won’t smell good,I won’t recommend this scent to buy. The smell is really awkward.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Fake,Smells like rubbing alcohol
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Horrible smell,Smells horrible definitely a fake ... please listen to the reviews like I should have just smells really bad and the smell doesn’t last long anyway. Will be reordering else where.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells like a funeral home,Stinks like moth balls
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Returning,My bottle arrived damaged. The top piece that sprays the perfume was broken off and I can’t reconnect it straight so that it can spray properly. Also the scent is not like the usual Vera Wang Princess. It smells like pure alcohol.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce","I loved it, This stuff from Amazon wish nothing but ...","in the past I have purchased this product from Kohl's. I loved it, This stuff from Amazon wish nothing but water with coloring. I guess it is true buyer beware. Up until know I have been very happy with Amazon."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",ZERO STARS!!!,It has NO smell! It's like spraying water on your wrist! A waste of money and who can afford to do that! It deserves zero stars!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Recieved purchased order,I dislike the smell..this one is my second purchase and it is imitation...I don't  like it! Big difference...
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",So Disappointed,Its has NO SCENT!!!!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",FAKE. SMELLS LIKE GROSS COLOGNE,ZERO stars. Wish I would have seen the bad reviews before buying. It is a fake. Smells like gross cologne. DO NOT buy.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Really disappointed..,"I love the smell of Princess by Vera Wang and was completely disappointed when I got this in the mail. It does smell like Princess but definitely no where near as potent. Something is wrong with this perfume or maybe the one I got (which I doubt since after reading more reviews others have complained about the same thing.) I wish I would have read the reviews instead of just assuming ""hey, this is a great deal, has a ton of stars-- I'll get this instead of going to the mall!"" Too much of a hassle to return, plan on just throwing it in my car to spray randomly."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Stop! Don’t Buy This!,This is a fake Vera Wang perfume.  Do not buy this. It’s a knockoff and cheap!!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Pass on it,I think it might be fake
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",It only smells good for 3 seconds,"The scent is weak! It only smells good for 3 seconds, that's it!"
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",One Star,It smells like cheap body spray
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",The smell is too strong,The smell was terrible. It smells too strong for me. This perfume  is definitely not for young women.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",smells bad,"this perfume is nothing like the real perfumesmells back had to throw it away, waste of moneydo not buy smells bad not worth spending money on this perfume"
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Make me cough and no return!! Really?!!,Make me cough and no return!! Really?!!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",The quality of this product is terrible!,The scent is not like the other Princess Perfume I’ve purchased before in all Department stores. It also does not last!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",KNOCK OFF,Not the real deal. Feel swindled and naive.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",FAKE,"Do not purchase this,  save your money.  Its fake."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",No way this is authentic,I was too optimistic. This doesn’t smell anything like the real thing. It smelled like cheap expired old man cologne.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Not a Vaule for my money go.to department store my advice,Smells like old lady perfume not what it smells like in stores
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Bottle not full,"I love the smell and the price, what I don’t like it’s that the bottle it’s not full all the way."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Yuck 🤢,Smells like old lady
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",No good,Smells off as if it's gone bad. Kinda like a old bottle of Avon perfume that Grandma had on her dresser for 10 years
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Don’t waste your money!,Last about 15 minutes then smell is gone!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Didn’t smell good didn’t last longpoor,Didn’t smell good didn’t last long
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Not the original princess by vera wang.,It smells nothing like the real perfume. Kind of smells like baby powder and rubbing alcohol with a hint of a flower smell. The scent lasted for maybe 10 minutes.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Overpowering,Extremely strong scent. Not as fruity as advertised.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce","very dissapointed , the top sprayer cannot spray anything all, the bottle is dysfunctions","i want my refund the bottle  is malfunctions ,,,cannot even smell it ,,,the top was dammage i beliive ewwextremely annoyed!!"
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Really bad. Smell does NOT last at all,Really bad.Smell does NOT last at all.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Not authentic,"The fragrance smelled great when you sprayed, but after a minute the smell was gone.  That this was authentic!"
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Totally disappointed,It has no smell!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",No longer spraying,Disappointed because i love the smell but after a week it was no longer spraying it was just spritzing out
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",not happy,not the actual vera wang princess perfume DO NOT BUY THIS
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",One Star,It smells awful . I regret buying
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Yuck!,Smells so bad!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Vera Wang Princess,If this is 'smell good' I would hate to think what 'smell bad' is like.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Bad smell,Bad product. Do not buy.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Doesn't smell good,The bottle is pretty but the smell is not.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",One Star,Vary bad smel
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Fake! Fake! Fake!,"Do not waste your money, this perfume is fake, I have had this perfume in the past and it smells completely different, and last all day. This is the complete opposite. The bottle looks fake, its content looks different to the original and it smells cheap, and last for a good 2 minutes. Save your time and money and purchase your perfumes at  trustworthy stores like Sephora, Ulta and Macy's. I bought two perfumes from Amazon and they both turned out to be fake. Shame on you amazon."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Knock off???,This does not smell the same as what I Normale get in stores.  I wonder if it's the real deal.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells horrible,Smells horrible and I can't return it. I wish I could give negative rating.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Stinks,Stinks!!!! Enough said...
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",One Star,Product was not Princess by Vera Wang.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Fake!!!,It smells soooooo bad!!!!!!! Don't waste money!!!!!!!!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",The box came as if it has been squished. ...,"The box came as if it has been squished. It's completely ruined. This was a gift, and I can't give it to the person in a completely ruined box, it looks used or something. Unacceptable."
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Items arrived broken,Items arrived broken
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Not Real,"The scent doesn't last an hour, not authentic"
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Fake product,Fake do not buy
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Do not purchase,Smells horrible
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",The final straw was I asked my husband how he liked it and he said he didn't think I had ...,"I adore this scent, but this bottle has no scent at all! Thinking it was just me, I continued to try to use it. The final straw was I asked my husband how he liked it and he said he didn't think I had any on at all!"
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Bad smell,Very bad perfume
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Don't purchase,No smell at all very disappointed
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Wouldn't purchase again,I don't think this was the real parfum. Color was darker and the smell doesn't last. It seemed more like a knock off.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Even water is better,Please don’t buy!!! Waste of money!!!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Fake,"This is fake, should've known better just based off the price"
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",DO NOT BUY,This product is fake.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Smells like alcohol,Scent
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Wrong scent. Leaking when I got it.,Wrong scent.  Leaking when I got it.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",box smashed.,box smashed. bottle intact
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Fake !,This perfume is a knock off!
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Doesnt smell bad but definitely an older lady smell,Definitely not the real thing. Doesnt smell bad but definitely an older lady smell.
1.0,"Vera Wang Princess Eau de Toilette Spray for Women, 3.4 Fl Ounce",Don’t last that long,Don’t last that long
